9.595959595959596689e-01,3.668038170265660036e-01
4.949494949494949725e-01,1.182824250306039993e+00
6.969696969696970168e-01,1.149203150545206498e+00
7.272727272727272929e-01,9.471853225930613185e-01
1.919191919191919338e-01,4.126132941130706833e-01
1.212121212121212155e-01,3.455164735853779034e-01
7.070707070707071829e-02,3.346751333297284803e-01
7.878787878787879562e-01,8.553547521279861732e-01
1.515151515151515194e-01,5.335620153462479198e-01
8.585858585858586745e-01,9.240051565287215052e-01
8.686868686868687295e-01,5.065006400506357753e-01
1.000000000000000000e+00,3.085863183582093217e-01
3.030303030303030387e-01,9.946420127054687033e-01
6.868686868686869618e-01,1.064911124162199574e+00
3.232323232323232598e-01,9.341530151171421048e-01
2.121212121212121271e-01,5.848381672719007440e-01
5.353535353535353591e-01,1.102730501393786255e+00
5.252525252525253041e-01,1.100045019640105259e+00
6.767676767676767957e-01,1.218368294979677247e+00
2.020202020202020443e-01,7.922320525391997048e-01
8.282828282828283983e-01,1.079424115749896940e+00
5.151515151515152491e-01,1.287123812323009320e+00
3.838383838383838675e-01,9.691729650248250838e-01
6.060606060606060774e-01,1.040025238674065600e+00
7.070707070707071829e-01,9.285787605267963318e-01
3.939393939393939781e-01,9.806902045071672624e-01
4.343434343434343647e-01,1.251342662671842465e+00
9.393939393939394478e-01,3.281738111381368728e-01
5.050505050505050830e-01,1.376049578190385425e+00
2.020202020202020374e-02,-1.551235228697880331e-01
8.383838383838384534e-01,1.056776415475030317e+00
7.474747474747475140e-01,9.022564525532554836e-01
9.090909090909091717e-01,8.085486113210100800e-01
8.888888888888889506e-01,5.189813277537228542e-01
3.535353535353535914e-01,1.049791438432614799e+00
5.656565656565657463e-01,1.344207549830700232e+00
8.080808080808081495e-02,2.216928616132926577e-01
4.040404040404040886e-01,1.263784715563462946e+00
5.858585858585858563e-01,1.235256124708663528e+00
8.181818181818182323e-01,7.071849419751490284e-01
1.010101010101010222e-01,3.754135810938361018e-01
4.040404040404040747e-02,-1.684340867591800350e-01
9.898989898989899450e-01,9.229702895411728836e-02
6.161616161616162435e-01,1.193808654357075838e+00
1.818181818181818232e-01,6.617023350541644255e-01
6.363636363636364646e-01,1.289864496349762746e+00
9.292929292929293927e-01,6.365804970650142947e-01
1.717171717171717404e-01,7.850934940856320043e-01
1.313131313131313260e-01,5.863732636428840017e-01
2.525252525252525415e-01,7.328472590477164150e-01
3.636363636363636465e-01,9.231777574181811996e-01
3.333333333333333703e-01,1.010154282452616625e+00
1.616161616161616299e-01,7.045022144843327006e-01
3.737373737373737570e-01,1.291068513221608427e+00
5.555555555555555802e-01,1.077263038382455296e+00
9.090909090909091161e-02,8.504499832304229789e-02
8.787878787878788955e-01,5.084825057750648192e-01
8.080808080808081773e-01,9.370757544599765954e-01
4.444444444444444753e-01,1.108876946192919322e+00
7.575757575757576801e-01,9.760526251840451195e-01
2.626262626262626521e-01,6.642537064387397105e-01
4.747474747474748069e-01,1.419089099163014511e+00
4.141414141414141992e-01,1.010771841559479522e+00
7.979797979797980112e-01,9.422027865244662070e-01
7.373737373737374590e-01,1.143726612934927722e+00
4.545454545454545858e-01,1.160269202387289589e+00
8.989898989898991166e-01,6.086924853767436971e-01
6.262626262626262985e-01,1.301675032416717226e+00
4.646464646464646964e-01,1.063746069807754990e+00
9.494949494949496138e-01,2.664682829282702392e-01
9.797979797979798899e-01,5.256888257230692973e-01
7.777777777777777901e-01,1.106901779664950070e+00
3.131313131313131493e-01,1.191207196008257085e+00
5.454545454545455252e-01,1.067601990721611438e+00
5.050505050505051108e-02,1.142880948174636035e-01
4.848484848484848619e-01,1.186313977181869594e+00
0.000000000000000000e+00,-4.549050647274672232e-01
2.727272727272727626e-01,9.878428674121366715e-01
3.030303030303030387e-02,6.304933094598497156e-02
7.676767676767677351e-01,1.166161543388413380e+00
6.060606060606060774e-02,2.339804836407162192e-01
6.464646464646465196e-01,1.444498757483783979e+00
8.484848484848485084e-01,6.114184154415460704e-01
7.171717171717172379e-01,1.358783605026602448e+00
4.242424242424242542e-01,1.088010381877137833e+00
6.666666666666667407e-01,1.328913144179015182e+00
2.222222222222222376e-01,5.904944712026063414e-01
6.565656565656565746e-01,1.009573103094973501e+00
9.696969696969697239e-01,1.478178578841355395e-01
1.414141414141414366e-01,2.219112338045374777e-01
2.828282828282828731e-01,9.029850047008192160e-01
3.434343434343434809e-01,1.002077655136503376e+00
2.323232323232323482e-01,8.420106842567735006e-01
1.010101010101010187e-02,5.987680728548361309e-02
1.111111111111111188e-01,5.329580823128445832e-01
9.191919191919192267e-01,3.846764566487352321e-01
5.959595959595960224e-01,1.147454121290556461e+00
2.424242424242424310e-01,9.398279589147930935e-01
5.757575757575758013e-01,1.066710894687770583e+00
2.929292929292929282e-01,7.758709144336183305e-01
