1.743496571804229456e+00,-2.140395655406194031e+00,1.000000000000000000e+00
-1.407970539118971187e+00,1.374676939574383860e+00,-1.000000000000000000e+00
-1.077821761369837761e+00,9.120739318815550556e-01,-1.000000000000000000e+00
-1.758682343425802319e+00,4.707784855351689890e-01,-1.000000000000000000e+00
-7.706824356296403389e-01,-7.762706591357826369e-01,1.000000000000000000e+00
1.739456857754516361e-01,1.542929414817203693e+00,-1.000000000000000000e+00
1.569678607494569667e+00,-1.412426861014905333e+00,1.000000000000000000e+00
1.502926992965400554e+00,-3.747196743995002133e-01,1.000000000000000000e+00
-4.070386820784663295e-01,3.002034107015643868e-02,1.000000000000000000e+00
-6.178017514152832623e-01,1.447486221538224704e+00,-1.000000000000000000e+00
-4.666429613052812120e-01,8.966539881166178949e-01,-1.000000000000000000e+00
-3.556724568293006539e-01,-7.860576545065571796e-01,1.000000000000000000e+00
-1.565088951276438989e+00,5.957795245250686600e-01,-1.000000000000000000e+00
1.247124610719809512e+00,3.040254627016788502e-01,1.000000000000000000e+00
-2.201875152610526520e-01,1.159862572570381056e+00,-1.000000000000000000e+00
-1.299787585308013749e-01,1.360023242887852479e+00,-1.000000000000000000e+00
-5.593007491654311547e-01,-6.876632136248645999e-01,1.000000000000000000e+00
6.168793801497121088e-01,-1.150266073746165851e+00,1.000000000000000000e+00
-5.050386299968936399e-01,-4.826161480715190910e-02,1.000000000000000000e+00
-2.644657186591722886e-01,1.687595598011327969e+00,-1.000000000000000000e+00
5.899214637086261925e-01,4.196831877825527579e-01,-1.000000000000000000e+00
-1.547630386303230798e+00,3.232607029611430094e-01,-1.000000000000000000e+00
-2.151939654651292555e-01,-4.424060324349029516e-01,1.000000000000000000e+00
1.130078771090919476e+00,-8.987493035462136293e-01,1.000000000000000000e+00
6.825711238490155264e-01,4.995081676365893397e-01,-1.000000000000000000e+00
1.327303641285615399e+00,-8.203587552035010999e-01,1.000000000000000000e+00
1.383608076359290173e+00,3.313076047400091428e-01,-1.000000000000000000e+00
1.724997535563160267e-01,-1.150550390474481821e+00,1.000000000000000000e+00
-1.547895718858002700e+00,4.232411507776266402e-01,-1.000000000000000000e+00
1.848846244943646466e+00,-7.143887910822421805e-01,1.000000000000000000e+00
-8.774567643060596778e-01,7.119606811027804349e-01,-1.000000000000000000e+00
-4.301172459245238278e-01,1.404403170113300570e-01,1.000000000000000000e+00
1.470260878069576116e-01,-1.365580683588003996e+00,1.000000000000000000e+00
-1.067644125714038106e+00,3.051459027596453710e-01,-1.000000000000000000e+00
-1.952080415805329816e-01,4.610226891181518627e-01,-1.000000000000000000e+00
-9.514157553547284429e-01,8.332682196013214693e-01,-1.000000000000000000e+00
-1.147938781174525635e+00,-6.015719680760259758e-01,-1.000000000000000000e+00
1.178498653840144739e+00,5.148148746526051145e-01,1.000000000000000000e+00
1.610472333263136990e+00,1.929810357393499931e+00,1.000000000000000000e+00
1.924326720056448170e-01,-8.982587642942924111e-01,1.000000000000000000e+00
-1.582424269218045687e+00,2.610670310665272886e-01,-1.000000000000000000e+00
1.385959577144348642e-01,-5.459546959001602140e-01,1.000000000000000000e+00
3.033972961609185948e-01,7.694097100451321447e-01,-1.000000000000000000e+00
